#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_z            6872.038174248503     All      0.1771075568252596         0.026157875839771805       0.8260833477180318        -0.012304971448898194     
Zeropoint     AB|SDSS|SDSS_r            4766.392592899208     All      1.3194473434566143         0.47226082260838353        2.0132142651109852        -0.1861160151557087       
Zeropoint     AB|SDSS|SDSS_i            5780.084099471189     All      0.7443129317496688         0.14542525952574437        -2.079506640969553        -0.28787624822044083      
Zeropoint     AB|SDSS|SDSS_g            3647.6534312498966    All      -1.242562536484118         0.3552755394478524         -0.765144177444077        0.4863235581831049        
Check         All|All|All               All                   All      0.9983052955474246         0.9991194974217521         -0.00535320558461283      2.6323358057189772e-05    
Lambda        AB|SDSS|SDSS_z            6872.038174248503     All      -0.00011342122553180223    -1.7445050521623523e-05    -0.0005904822500671013    4.912086889571927e-06     
Lambda        AB|SDSS|SDSS_r            4766.392592899208     All      -0.00028231188048553544    -9.992462262815342e-05     -0.0009292668528507797    1.7940618572255766e-05    
Lambda        AB|SDSS|SDSS_i            5780.084099471189     All      -0.00012073693894795532    -2.0156530757671278e-05    0.00045823378757830374    5.321121729267481e-05     
Lambda        AB|SDSS|SDSS_g            3647.6534312498966    All      -0.0019153009569780255     0.00032199261676501385     -0.005883073516864163     0.0004662255706621007     
MWEBV         All|All|All               All                   All      -0.5998569988990732        -2.851717197130199         0.38612026271115374       -0.7162741766253089       
Redshift      All|All|All               All                   All      5.72686057046886           -0.12320198606552424       15.406823473166787        -1.2180220653780243       
