#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            5364.228658692548     All      1.4836317512515835         0.4046656071883703         0.8714262286581426        -0.31256701978405466      
Zeropoint     AB|SDSS|SDSS_z            6377.62072031194      All      0.1559063100468201         0.027199393039545328       0.002205271502678241      -0.04182566606234783      
Zeropoint     AB|SDSS|SDSS_r            4423.468466098787     All      0.524985277222217          0.39520158638222114        -0.7009613361944528       -0.07355550289857848      
Zeropoint     AB|SDSS|SDSS_g            3385.2184044656105    All      -1.168007279472247         0.1723587740064758         -0.15750668754706543      0.4295725202882003        
Check         All|All|All               All                   All      0.9965160590483737         0.9994253606166126         0.015163476419302602      0.0016243315432193373     
Lambda        AB|SDSS|SDSS_i            5364.228658692548     All      -0.00012843700754680985    -6.934217589349538e-05     -0.0014769359616169004    -4.665973781374623e-05    
Lambda        AB|SDSS|SDSS_z            6377.62072031194      All      -8.784426412241196e-05     -2.8993032147645926e-05    -0.000286811416284633     6.370706170609549e-06     
Lambda        AB|SDSS|SDSS_r            4423.468466098787     All      -0.0003203156757047358     -0.00024166572728111086    -0.002204219629827978     -7.2745322756615e-05      
Lambda        AB|SDSS|SDSS_g            3385.2184044656105    All      -0.0007501841520794483     0.00039291598059020043     0.002812942680130942      0.0004978740325236443     
MWEBV         All|All|All               All                   All      -0.7486128965569872        -2.5634638835697388        0.028607136724070892      -0.5898800681698874       
Redshift      All|All|All               All                   All      2.3544554054602393         0.9410387731817238         -7.1597459539771044       -0.7799028755613613       
