#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6167.291529108366     All      1.3236268674390943         -0.17910947630648266      -0.28796402035969276       -0.502341177372917        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4327.74101263964      All      -1.142630666006327         0.7447507578870471        -0.15403874661635536       0.6079081809794572        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7513.75218125467      All      0.3991437719220876         -0.0980954816106383       0.2750478822009646         -0.1496930598277504       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5352.0916461445095    All      0.4174429369263154         0.5312768817842262        0.16747260137813927        0.04455299389143837       
Check         All|All|All                                All                   All      0.9975829102811704         0.9988226817541523        0.0005177166030557456      0.0004269376702282085     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6167.291529108366     All      -0.00035762074984119934    3.534975114854056e-05     -0.0006370355570727591     9.957544940416023e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4327.74101263964      All      -0.0006588679603740384     0.00028421781405821945    -0.0006929376216052341     0.00027627143982812403    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7513.75218125467      All      -0.0001232588255293551     2.075371982351164e-05     -0.00023984469190522283    3.6206456860537864e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5352.0916461445095    All      5.181887089699723e-05      5.019723560847077e-05     -0.0013890579751113916     -6.251549768038668e-05    
MWEBV         All|All|All                                All                   All      -0.8779411131801176        -4.024018978303001        0.04940996052786655        -1.0225761239513245       
Redshift      All|All|All                                All                   All      8.040983794226419          -0.9756471835103753       9.412067521062234          -2.51699600239455         
