#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3203.445515022187    All      -1.2355249723471355       -0.09914441503617866       0.4993562352060064        0.39244050864305535        
Zeropoint     AB|MEGACAMPSF|i           3917.146818246867    All      0.9062563150649363        0.6409282426355745         -2.356320364118172        -0.1915778378871503        
Zeropoint     AB|MEGACAMPSF|z           4511.752402628115    All      1.3260115756099164        0.456311854924607          1.855713552092518         -0.20047783845232392       
Check         All|All|All               All                  All      0.996742918327717         0.9980956825240028         -0.0012505768196473532    0.00038483230358113407     
Lambda        AB|MEGACAMPSF|r           3203.445515022187    All      -0.0025531656028129303    -0.00022813852158533787    0.00044849918285499096    0.0007773522701233636      
Lambda        AB|MEGACAMPSF|i           3917.146818246867    All      0.0007394576547092847     0.0005690378079489684      -0.0029872623707987824    -0.00018881915034519531    
Lambda        AB|MEGACAMPSF|z           4511.752402628115    All      -3.675997005608233e-05    -1.2317016368565673e-05    -0.000248537467177925     -3.129211503537158e-06     
MWEBV         All|All|All               All                  All      -0.562494696893671        -1.606843750626119         0.28661998347684375       -0.32738831139938784       
Redshift      All|All|All               All                  All      6.222467423919614         1.2266471544752022         2.50585917555684          -1.5154780333528093        
