#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          4717.749451693244     All      -0.17454643298138828       0.6392291955632956         0.7929124852983913        0.30045753714350604        
Zeropoint     AB|DECam|DECam_i          5731.476325583173     All      0.6349385176320066         0.026586107533788095       -1.802763566247492        -0.27860945233684853       
Zeropoint     AB|DECam|DECam_z          6716.447300048121     All      1.0324363784620851         0.06276248259098338        1.1448259018239444        -0.2647663672056096        
Zeropoint     AB|DECam|DECam_g          3549.6506780755235    All      -0.49982697735479026       0.2722549088446158         -0.12160627050590549      0.2460657417394453         
Check         All|All|All               All                   All      0.9930014857579134         1.0008326945326829         0.013368550368938317      0.0031474593404932083      
Lambda        AB|DECam|DECam_r          4717.749451693244     All      -7.28246173194614e-05      -3.704187688066248e-05     -0.0006474477341798118    -1.7237002978447985e-05    
Lambda        AB|DECam|DECam_i          5731.476325583173     All      -0.00019162033023938354    -6.035084112283077e-06     0.0005897853490443809     8.677063157856047e-05      
Lambda        AB|DECam|DECam_z          6716.447300048121     All      -0.0006969816609016328     -5.5026380133552265e-05    -0.000942180546471124     0.00016706076413730832     
Lambda        AB|DECam|DECam_g          3549.6506780755235    All      -0.001060811979615614      0.0004663748320981618      -0.0009728200003605309    0.00045404249891347974     
MWEBV         All|All|All               All                   All      -0.4391296372640201        -2.6648589560943847        0.049391031608901834      -0.7227891685667573        
Redshift      All|All|All               All                   All      4.970468582494543          0.08038722918115582        2.1639264902845756        -1.4962942749656025        
