#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                    
Zeropoint     AB|SDSS|SDSS_r            5011.744832228101     All      0.8691346615058134         0.39826629447219375        0.07855947292060232       -0.14987156978615543     
Zeropoint     AB|SDSS|SDSS_g            3835.4180604132944    All      -1.1133792122738901        0.5127879912453892         -0.28449177406595644      0.5170005962450304       
Zeropoint     AB|SDSS|SDSS_i            6077.616572861507     All      1.1478043290772715         0.08078832099229771        0.03742652877832158       -0.3458920435317081      
Zeropoint     AB|SDSS|SDSS_z            7225.779483203489     All      0.09465518847773818        0.006766909336164417       0.1713872126909727        -0.02097987980550831     
Check         All|All|All               All                   All      0.9982149667869333         0.9986095160460451         0.002881440323940193      0.0002571031216584939    
Lambda        AB|SDSS|SDSS_r            5011.744832228101     All      -0.00018136737014114954    -6.849749255799017e-05     -0.0006716386923029063    6.793282324971079e-06    
Lambda        AB|SDSS|SDSS_g            3835.4180604132944    All      -0.0014325121859499192     0.00048673211973235763     -0.0030230709585101745    0.0004902552392072909    
Lambda        AB|SDSS|SDSS_i            6077.616572861507     All      -0.00023815881848045873    -2.367754751890208e-05     -0.0001804687541705274    6.181011454077994e-05    
Lambda        AB|SDSS|SDSS_z            7225.779483203489     All      -2.841106387520195e-05     -2.0226595726199087e-06    -4.786717898458207e-05    6.459479081985114e-06    
MWEBV         All|All|All               All                   All      -0.5570882455958808        -3.0965514720941556        0.20254051773582643       -0.818148265657481       
Redshift      All|All|All               All                   All      5.377330534260645          0.8174719324927082         3.8969129687026913        -1.3113946335686215      
