#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          7049.362446231462     All      0.592730944079059          -0.054063757553279856      0.2203477396508809         -0.20084920563523395      
Zeropoint     AB|DECam|DECam_r          4951.59484319294      All      -0.15131869401465392       0.6683223998908971         0.04977819040949484        0.26920544169109184       
Zeropoint     AB|DECam|DECam_i          6015.5692684049245    All      1.1443862342340643         0.031311654670140854       -0.19443324220141728       -0.3712416722298103       
Zeropoint     AB|DECam|DECam_g          3725.5967432494203    All      -0.5932395180874793        0.3546896729417881         -0.07400145048950536       0.3054693786033242        
Check         All|All|All               All                   All      0.9925589662109899         1.0002599699495462         0.0016912373694530775      0.002583942429371766      
Lambda        AB|DECam|DECam_z          7049.362446231462     All      -0.00036329964304212354    -1.7569893875615034e-06    -0.000502412763696765      9.534596254987141e-05     
Lambda        AB|DECam|DECam_r          4951.59484319294      All      -0.00018050395211713857    1.0765100464899125e-05     -0.001154105298671568      1.0800204125092144e-05    
Lambda        AB|DECam|DECam_i          6015.5692684049245    All      -0.00011102337313317568    -1.7113944869944666e-05    -0.00017908133256916208    2.259781293200515e-05     
Lambda        AB|DECam|DECam_g          3725.5967432494203    All      -0.0010004639713314047     0.0005200821424323812      -0.0005378266198078776     0.00047129116184042565    
MWEBV         All|All|All               All                   All      -0.46381536572431914       -2.8764744717127755        0.03934478450881825        -0.7841266679188105       
Redshift      All|All|All               All                   All      7.1884515877152175         -0.18179595820839722       7.425825287083335          -2.069351622668794        
