#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                    
Zeropoint     AB|DECam|DECam_z          7049.362446231462     All      0.5924135042252098         -0.05701161422866363       0.18762115938769364        -0.2031664559015503      
Zeropoint     AB|DECam|DECam_r          4951.59484319294      All      -0.12728072173883043       0.6592901110936467         0.1442484177473599         0.26264914204034706      
Zeropoint     AB|DECam|DECam_i          6015.5692684049245    All      1.1411657751849615         0.024539096420816975       -0.27174277336183966       -0.3758486771057709      
Zeropoint     AB|DECam|DECam_g          3725.5967432494203    All      -0.6137478463676351        0.373689960103718          -0.05795243067672762       0.3190548284914142       
Check         All|All|All               All                   All      0.9925507113037058         1.000507553389518          0.0021743730964862706      0.0026888375244400464    
Lambda        AB|DECam|DECam_z          7049.362446231462     All      -0.0003662877456375308     -4.047049774140386e-06     -0.0005381138845900331     9.398016080604428e-05    
Lambda        AB|DECam|DECam_r          4951.59484319294      All      -0.00016769519773854062    3.421555412480874e-05      -0.0011565614111326901     1.415695066389928e-05    
Lambda        AB|DECam|DECam_i          6015.5692684049245    All      -6.60234370581475e-05      -1.5190882726429889e-05    -0.00018772054640117227    8.18072947060489e-06     
Lambda        AB|DECam|DECam_g          3725.5967432494203    All      -0.0010673329501017527     0.0005825273394122487      -0.00045029391685831203    0.0005173192257017631    
MWEBV         All|All|All               All                   All      -0.4595609645334644        -2.879226712997074         0.03836726269915852        -0.7864525841934283      
Redshift      All|All|All               All                   All      7.078822148337442          -0.42958881796426596       7.142354671892726          -2.127005985749969       
