#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5375.239026765599     All      0.317615034287951          0.12055869954501475        0.06094979939283867        -0.0614678215720252        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6193.9645858988515    All      0.5503762210961318         -0.03105277072545931       0.04856195503097277        -0.18722345406591134       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7546.2485757731265    All      0.17966216899525975        -0.02460192217590418       0.044183795491334825       -0.06456381471949546       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4751.46351219225      All      -0.24984082902419197       0.3148729609792511         0.00556788810670502        0.1841943292097921         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7519.9855149504       All      0.17986003991177096        -0.031031997356301133      -0.00010244818597323583    -0.06869904647216626       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6150.547017467634     All      0.5752806987846513         -0.043542710649457916      -0.03772631174236196       -0.20325469516052533       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4349.5386444223805    All      -0.37183715724305166       0.2452898418474625         -0.08001549879334316       0.1974478422657414         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4346.458156341997     All      -0.31427277318718183       0.21164139803460102        -0.049965596615163914      0.16907781253599524        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5313.3114441812595    All      0.3192525634986193         0.1518049566127999         0.042216448861823574       -0.05265926820578162       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3554.5479546287324    All      -0.1909637247487948        0.08308768571261282        -0.03344133376346004       0.08777522727550933        
Check         All|All|All                                All                   All      0.9951322423711636         0.9970261418246196         0.0002286977833725612      0.0006271110911329064      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5375.239026765599     All      6.733061918519798e-05      1.0989425377469833e-06     -0.00029133993452177604    -3.4574999243301084e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6193.9645858988515    All      -0.00012949999773304605    -7.495741002008649e-06     -0.00016806409325327036    3.224087164669035e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7546.2485757731265    All      -4.9118587093205736e-05    2.9439275453231157e-06     -4.2826263785478235e-05    1.5047334364794248e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4751.46351219225      All      -8.518458049812432e-05     -1.2798565359325258e-05    -0.0004747518251996188     2.3925130574759866e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7519.9855149504       All      -3.76245838901992e-05      -5.331578763223707e-06     -9.085582116137694e-05     6.464416165428942e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6150.547017467634     All      -0.00010377832311907065    -1.2422343042779083e-05    -0.00019981482596575725    2.084083026676965e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4349.5386444223805    All      -0.0001881004314010251     6.937953288961266e-05      -0.00027770555098638374    7.147697192361668e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4346.458156341997     All      -0.00017129566321571208    5.2451233973324916e-05     -0.0002998169588927099     5.9502271602845514e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5313.3114441812595    All      8.366115996555884e-05      -3.6362588454889704e-06    -0.0005567728728563705     -5.328185745679823e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3554.5479546287324    All      -0.0003116580436411672     9.954062160853388e-05      -0.0002049677892835939     0.00012479416225337093     
MWEBV         All|All|All                                All                   All      -0.9969305586201438        -3.995378715284481         -0.006184867572202909      -0.9769692128735274        
Redshift      All|All|All                                All                   All      5.530224892280257          0.3793886730090179         3.070624270506925          -1.540768955769313         
