#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
57603.70971  14.456  0.024
57603.71087  14.455  0.024
57606.72582  14.362  0.026
57606.72697  14.403  0.028
57611.02788  14.224  0.024
57611.02902  14.239  0.024
57613.99022  14.289  0.024
57613.99135  14.294  0.024
57616.97037  14.427  0.024
57616.97152  14.43  0.025
57616.98598  14.427  0.024
57616.98713  14.417  0.024
57621.015  14.652  0.024
57621.01613  14.64  0.024
57629.72029  15.17  0.025
57629.72144  15.191  0.025
57632.73619  15.35  0.033
57632.73734  15.297  0.031
