#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4857.200707437006     All      0.8760669805184487         0.21039292568474366        -0.03646241552752727      -0.21845908982442222      
Zeropoint     AB|MEGACAMPSF|i           4207.791895929095     All      1.8780779062389863         0.8322751619001423         0.7459322015521686        -0.3073648315069045       
Zeropoint     AB|MEGACAMPSF|r           3448.3033754121398    All      -1.7534908571422558        -0.0433110744676668        -0.7022276600240573       0.5257246232088904        
Check         All|All|All               All                   All      1.0006540296151787         0.9993570131172191         0.007242126000583937      -9.929812243636427e-05    
Lambda        AB|MEGACAMPSF|z           4857.200707437006     All      -0.0002376321966658551     -6.074533466394897e-05     -0.0001320187169784846    5.1726481360212946e-05    
Lambda        AB|MEGACAMPSF|i           4207.791895929095     All      -0.00020877408284198344    -3.7575260419903766e-05    -0.0010961730000220514    6.847922286338313e-06     
Lambda        AB|MEGACAMPSF|r           3448.3033754121398    All      -0.002670894124674558      -0.00026466793253578785    -0.006442075269307313     0.0004963068013823025     
MWEBV         All|All|All               All                   All      -0.4167882744343987        -1.778100769398705         0.0939569762485215        -0.439231397139498        
Redshift      All|All|All               All                   All      2.2097934404796513         0.1336680913020416         4.921422538523013         -0.45664184410422054      
