#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           3701.9887307128015    All      -2.1657519341659204       0.21695473336063031        -0.513072627206812         0.7532298754394845        
Zeropoint     AB|MEGACAMPSF|z           5217.835661281874     All      0.7122044920906005        0.09387710923896009        -0.20301220685032817       -0.21046907335183565      
Zeropoint     AB|MEGACAMPSF|i           4525.407105037117     All      2.456619432097216         0.6891971123065943         0.7152036168629028         -0.5437913434138124       
Check         All|All|All               All                   All      1.0030719900218963        1.0000289549061847         -0.0008812171942373936     -0.0010305413261635366    
Lambda        AB|MEGACAMPSF|r           3701.9887307128015    All      -0.0027365557157933013    0.00032202802183273357     -0.00032511689070392313    0.0009817728741366766     
Lambda        AB|MEGACAMPSF|z           5217.835661281874     All      0.00025895782742019934    3.510501130737998e-05      -0.0002859305870823611     -8.567599561664587e-05    
Lambda        AB|MEGACAMPSF|i           4525.407105037117     All      -0.0010237651827092438    -0.00025703458819429026    -0.0032929337892433105     0.00010280086820476218    
MWEBV         All|All|All               All                   All      -0.21893209995751262      -1.9611428944786624        -0.07227023094507068       -0.5707204612901057       
Redshift      All|All|All               All                   All      11.941816800142092        1.11838499923973           6.900489904610652          -3.2176106462445286       
