#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5617.120929276064    All      3.6869609901315092        -0.4183522391326022       0.5547683934122997        -1.3124788141259371        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4690.702539729254    All      -2.690296563537636        1.4195302163177104        -0.5638724629814295       1.3135427532335149         
Check         All|All|All                            All                  All      0.9966644265938738        1.0011779771851081        -0.009104069569129791     0.0010639391075777382      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5617.120929276064    All      -0.0007169659291094019    -0.0007385141916985865    -0.004741658951290021     -0.00021861743938629235    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4690.702539729254    All      -0.0016653966470463154    0.0007964166084758622     -0.0009153778837908017    0.0007610444577989701      
MWEBV         All|All|All                            All                  All      -0.26985607055133043      -2.589706347400167        0.02490897925756103       -0.7545399826353586        
Redshift      All|All|All                            All                  All      1.362431877416744         3.6224328644053116        12.085741767198869        1.2754878205520563         
