#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           5595.777311874938     All      0.4230941031929393         0.011690648670459325       -0.22040478944429448       -0.14384329337991802      
Zeropoint     AB|MEGACAMPSF|g           3113.4293851541647    All      -0.36268894358106263       0.054083788198688865       0.16882742297740624        0.14329058264744501       
Zeropoint     AB|MEGACAMPSF|i           4857.384525696443     All      2.1992569578956016         0.6165373725460555         1.018717010072697          -0.47008317751452333      
Zeropoint     AB|MEGACAMPSF|r           3972.363764552586     All      -1.2756360232954258        0.3185697198739845         -0.9519613515970962        0.47680359543993756       
Check         All|All|All               All                   All      0.9840260942120523         1.0008815292891882         0.015178292008712568       0.006167707192941241      
Lambda        AB|MEGACAMPSF|z           5595.777311874938     All      -2.0181829736207424e-05    -2.9316798307991304e-06    -4.0542422800343136e-05    3.809719212300092e-06     
Lambda        AB|MEGACAMPSF|g           3113.4293851541647    All      -0.0010365938078497478     0.0001486243944281021      0.00035719851829512094     0.0004020046903206128     
Lambda        AB|MEGACAMPSF|i           4857.384525696443     All      -0.0003619476320882695     -0.00015356507413642544    -0.0012438856947777643     1.2368149109866572e-05    
Lambda        AB|MEGACAMPSF|r           3972.363764552586     All      -0.0010134507907972234     0.00020484657419772735     -0.0014438763418101602     0.00033240596292083354    
MWEBV         All|All|All               All                   All      -0.3521956488350433        -2.1574085442439994        0.17843096596869332        -0.5800546752675065       
Redshift      All|All|All               All                   All      2.988020470619972          0.27205718046161564        -0.05359657322935311       -0.8870703650458559       
