#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_R
@MAGSYS  Linear_AB11_off
52669.34  17.859  0.028
52670.29  17.6  0.038
52671.27  17.395  0.058
52672.29  17.17  0.028
52673.36  17.014  0.017
52675.33  16.764  0.022
52676.3  16.7  0.015
52678.3  16.596  0.014
52679.31  16.619  0.014
52680.24  16.633  0.016
52682.3  16.72  0.014
52688.31  17.138  0.025
52690.33  17.297  0.038
52691.29  17.347  0.029
52692.23  17.465  0.025
52693.26  17.547  0.037
52698.27  18.03  0.031
52700.25  18.151  0.037
52702.29  18.201  0.052
52704.21  18.417  0.043
52706.2  18.45  0.035
52708.25  18.477  0.087
52714.23  18.964  0.107
52719.21  18.984  0.095
52723.2  19.291  0.085
52727.21  19.21  0.12
