#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
56525.06588  17.767  0.048
56526.2416  17.651  0.033
56526.24351  17.618  0.033
56528.45027  17.298  0.033
56528.45218  17.296  0.031
56529.04858  17.283  0.025
56529.05049  17.251  0.026
56530.09163  17.204  0.025
56530.09353  17.188  0.025
56532.12312  17.062  0.024
56532.12504  17.071  0.024
56534.16298  16.981  0.024
56534.16488  16.978  0.023
56536.12404  16.951  0.024
56536.12595  16.956  0.024
56536.15281  16.928  0.024
56536.15472  16.939  0.025
56537.88323  16.936  0.025
56537.88514  16.925  0.025
56539.84779  17.001  0.025
56539.8497  16.99  0.024
56540.84772  17.048  0.024
56540.84963  17.045  0.024
56541.84773  17.038  0.025
56541.84965  17.055  0.025
56542.84767  17.145  0.025
56542.84958  17.145  0.025
56544.8313  17.29  0.024
56544.8338  17.284  0.025
56546.82607  17.411  0.029
56546.82855  17.419  0.031
56548.8427  17.475  0.03
56548.84517  17.51  0.03
56560.10036  17.747  0.026
56560.10285  17.78  0.027
56573.83066  18.533  0.031
56573.83315  18.527  0.031
56579.15656  18.754  0.063
