#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5172.7595186600365    All      0.17657356848473035        0.1690466391121248        -0.06737409067561562       -0.0054583647541253735    
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7348.15637392591      All      0.26340265589651124        -0.07412298575193432      0.18731942752507114        -0.10158400002524783      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4625.774033474829     All      -0.31001122739345377       0.18337009497759738       -0.135718652724666         0.1546540283217498        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4221.397477287554     All      -0.26311748683759734       0.2706587654351722        0.12105682785864608        0.1792706963157668        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6035.494529944334     All      0.4994178209570832         0.006977670714647388      0.018352874958267824       -0.1595849532160108       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3460.520234885762     All      -0.11450752338506394       0.048708326274926605      0.012938949382257058       0.05374217776070351       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              5987.847872989552     All      0.6750125059442857         -0.03709736412638165      -0.22663384082885363       -0.24207123982547896      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5225.990291607975     All      0.17345870154637547        0.30627350452121505       0.12357293264103844        0.04877664323995501       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4234.481200862955     All      -0.39041329114598106       0.18375650362987273       -0.147839128075226         0.18042861049822406       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7321.060897953692     All      0.28552689953653765        -0.0608330159049153       0.11248124589031405        -0.10780129796562865      
Check         All|All|All                                All                   All      0.9953426236034276         0.9967381388823249        -0.0018434540487666518     0.0003723003499075672     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5172.7595186600365    All      2.4562670031435018e-05     0.00013268833319269143    -0.0009179159903916474     -5.742289095244072e-06    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7348.15637392591      All      -9.874003779377502e-05     3.124795218477733e-05     -0.00024673151457041875    3.133087051544136e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4625.774033474829     All      -0.00018703413693697504    7.009058355738415e-05     -0.0004668117489410279     6.292231625063139e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4221.397477287554     All      -0.00014432911658312733    0.00010994122238580103    -2.6005255031915412e-05    8.16637195536013e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6035.494529944334     All      -8.532011463279401e-05     7.256571566821733e-06     -0.0002336925989809125     1.9726644996492096e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3460.520234885762     All      -0.0003674693406178986     0.0001470577366407394     3.5312499281745894e-05     0.0001691742311596864     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              5987.847872989552     All      -0.00010374126597473194    1.3500272673258063e-05    -0.0006600437308909589     8.73470603124711e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5225.990291607975     All      3.517523189046501e-05      6.753405415222645e-05     -0.00021481286843729562    9.542212657498182e-07     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4234.481200862955     All      -0.0003228221232781894     0.00014179648940301719    -0.00040276983689811275    0.00013336779968278997    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7321.060897953692     All      -2.2024860114185815e-05    1.1225262456705376e-05    -0.0003101230657053151     -3.008709260826378e-06    
MWEBV         All|All|All                                All                   All      -0.8828370478815915        -3.887877524116856        0.04463146877637414        -0.9768488485384044       
Redshift      All|All|All                                All                   All      9.22254655949429           -1.990637603079115        17.411210290585547         -2.8755206360792136       
