#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5172.7595186600365    All      0.2089760980258345         0.16372299791544975       -0.00952176991502185       -0.01516533634812467       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7348.15637392591      All      0.2553562135128386         -0.06195374042601287      0.1524629746231132         -0.09655456886497882       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4625.774033474829     All      -0.30449213777403095       0.1840347867044123        -0.06929465043591376       0.1560369893709196         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4221.397477287554     All      -0.32021898113838004       0.2953782579740327        0.03657340281620902        0.2021523763186428         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6035.494529944334     All      0.5316941337595296         -0.001612260723327097     -0.05689301487398213       -0.17625431189595836       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3460.520234885762     All      -0.08572768514666601       0.030566354950956054      0.039859664318642185       0.039659548569796754       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              5987.847872989552     All      0.602890612679494          -0.026562731118673355     -0.14667572079533064       -0.21157912623684938       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5225.990291607975     All      0.2249914790063977         0.2957943357821513        0.13430745266905797        0.02905634455746403        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4234.481200862955     All      -0.3616733482800776        0.16256838267585394       -0.16773375398478896       0.16327759174593337        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7321.060897953692     All      0.2441438613793341         -0.045515010349017615     0.08720331740545983        -0.09045994047029438       
Check         All|All|All                                All                   All      0.9959402460242737         0.9964213733858251        0.0002879018274448697      0.00016956674655094206     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5172.7595186600365    All      -4.400696783432186e-05     8.596200015212063e-05     -0.00091870052522554       1.3377837233040694e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7348.15637392591      All      -0.00013034649843407623    3.248518421196386e-05     -0.0003678471425424816     3.6624307530201995e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4625.774033474829     All      -0.00015039259095456713    1.7308807673002996e-05    -0.0004349874621307495     3.5214370135393315e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4221.397477287554     All      -0.00013685230544574603    7.626296021032419e-05     -0.00015127305354894157    6.266803170028183e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6035.494529944334     All      -0.00014398268965916934    8.119763569621048e-07     -0.0003990927557364634     2.9354709602682722e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3460.520234885762     All      -0.0002904473366683595     9.689560572342897e-05     0.0002708821571375288      0.00013825856609759934     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              5987.847872989552     All      -0.00016275896207066986    1.8512527405175883e-05    -0.0006701880113000593     2.913867489502855e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5225.990291607975     All      8.231656002628707e-06      2.775115842583608e-05     -0.00045988817252395263    -1.4164552837972033e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4234.481200862955     All      -0.00023971458838684142    8.878115654102065e-05     -0.0003774775744281812     9.01567808570688e-05       
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7321.060897953692     All      -4.374685435471096e-05     1.4922336071836118e-05    -0.0003375124967363752     4.048852890444193e-06      
MWEBV         All|All|All                                All                   All      -0.8913474484942676        -3.8863089970110565       0.033690134478470135       -0.9740540716916087        
Redshift      All|All|All                                All                   All      9.783492003099568          -1.0268028784879313       18.809110217402537         -2.6819044891867594        
