#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           4427.988897711735     All      0.5381816447195631        0.17227963947590297       0.218032368108656         -0.10945653772403072       
Zeropoint     AB|MEGACAMPSF|i           3840.7622593989217    All      1.663236449017456         1.0039480483676755        -0.3809745058578562       -0.23175306447957877       
Zeropoint     AB|MEGACAMPSF|r           3140.6620800319347    All      -1.1967790124731768       -0.1762812613964826       0.15574331207754977       0.339359799619322          
Check         All|All|All               All                   All      1.0046390812638424        0.9999464264470959        -0.007198825671650422     -0.0018498025842875188     
Lambda        AB|MEGACAMPSF|z           4427.988897711735     All      0.00018882112874172942    5.461200540831302e-05     0.0002955929700008195     -3.052537017697203e-05     
Lambda        AB|MEGACAMPSF|i           3840.7622593989217    All      0.0015605665665686611     0.0009737427158097324     0.00016387204470821819    -0.00018383497740518008    
Lambda        AB|MEGACAMPSF|r           3140.6620800319347    All      -0.0020676949661990315    -0.0002978838926222193    0.0004106698546595772     0.0005948120011938678      
MWEBV         All|All|All               All                   All      -0.730076414513564        -1.6250748363770384       -0.11686181957023534      -0.2967454368549175        
Redshift      All|All|All               All                   All      2.696723538360756         0.07919603802371          -2.9430161226709495       -0.9839481137273506        
