#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|SWOPE|SWOPE_B 4353.495217681854 All -0.544278013214621 0.3965039591234927 -0.08787281562715488 0.3025222790218871
Zeropoint Linear_AB11_off|SWOPE|SWOPE_i 7526.826096453966 All 0.27531783086442824 -0.012335306582667904 -0.03274925196780609 -0.09515953907709629
Zeropoint Linear_AB11_off|SWOPE|SWOPE_u 3557.7813617867155 All -0.16389873042971914 0.23168675827347585 0.021396301557428554 0.12981002671549274
Zeropoint Linear_AB11_off|SWOPE|SWOPE_g 4755.785697833666 All -0.3013500633346211 0.12352756975855073 0.23113813524259985 0.14871125655420459
Zeropoint Linear_AB11_off|SWOPE|SWOPE_r 6156.141884383382 All 0.9641773870383452 0.11828968154568109 0.03564572840780533 -0.2739427494139397
Zeropoint Linear_AB11_off|SWOPE|SWOPE_V-LC-9844 5318.144716787369 All 0.33448207716898104 0.39108226255356193 -0.18462843908370008 0.010197423201991518
Check All|All|All All All 0.5644504880927934 1.2487549246720944 -0.01707034147082731 0.22213869700253996
