#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  Krisciunas
@BAND  Bessell12_B
@MAGSYS  Linear_AB11_off
51675.185000000056  17.222  0.021
51684.16550000012  18.023  0.021
51686.16200000001  18.219  0.018
51689.19570000004  18.611  0.042
51693.19020000007  19.119  0.018
51707.190500000026  20.171  0.04
51711.1762000001  20.269  0.048
