#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5910.568150849953    All      3.2998021834720355        -0.6101005501939483       0.46351538489789784       -1.2528993895553655       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4935.752209274206    All      -2.301455493701022        1.6145545751427903        -0.4556823360316137       1.2552383025431535        
Check         All|All|All                            All                  All      0.9983466897710138        1.004454024948842         0.007833048866284165      0.002338912987787989      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5910.568150849953    All      -0.0005711729241031406    0.00015594269701325606    0.00021786996098537085    0.0002465680149092484     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4935.752209274206    All      -0.0008153377167220046    8.506610016643385e-05     -0.002112290824628716     0.00019902930746394277    
MWEBV         All|All|All                            All                  All      -0.4128077802982819       -2.7736981262997062       -0.01776357718189488      -0.7698123635424574       
Redshift      All|All|All                            All                  All      4.623671526354218         1.5259628624896493        9.25502052612592          -0.5960165640994521       
