#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_i          5065.885526483192    All      0.4475680942203095         0.22259407575901946       -0.4439883691274138       -0.09309460098753934       
Zeropoint     AB|DECam|DECam_g          3137.433179976431    All      -0.43299761742643755       0.1311623632702208        0.09681519294596082       0.1880858834300505         
Zeropoint     AB|DECam|DECam_z          5936.472774881243    All      1.183908423594659          0.222057460501901         0.5630405339037822        -0.2881805895595896        
Zeropoint     AB|DECam|DECam_r          4169.881773432093    All      -0.20734360544250713       0.42294615749760567       -0.21152058192643727      0.19586691961439445        
Check         All|All|All               All                  All      0.9911352949460239         0.9987600570287469        0.004346775795891905      0.0026776124973160176      
Lambda        AB|DECam|DECam_i          5065.885526483192    All      -0.00021787275835440323    -3.458584026584887e-05    -0.0015636277250328273    -1.0074944703890226e-05    
Lambda        AB|DECam|DECam_g          3137.433179976431    All      -0.0011655691304275797     0.00032756044080197046    1.4370994931952819e-05    0.00048700273535349435     
Lambda        AB|DECam|DECam_z          5936.472774881243    All      -0.00020722676980836362    -3.519454034693693e-05    0.0001323075752526569     6.194083624463866e-05      
Lambda        AB|DECam|DECam_r          4169.881773432093    All      -0.000249686911816385      0.00021161000267266313    -0.0007498660740476705    0.00011679650239235089     
MWEBV         All|All|All               All                  All      -0.46889192378743694       -2.188209053897694        0.10628186002790543       -0.5552952818522587        
Redshift      All|All|All               All                  All      4.481222159108846          -0.2700028472077065       3.9853629561651602        -1.3697818505934611        
