#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_V
@MAGSYS  Linear_AB11_off
56632.33  18.592  0.112
56634.3  17.331  0.036
56635.26  17.015  0.054
56636.28  16.671  0.022
56637.24  16.405  0.02
56638.28  16.127  0.021
56639.3  15.83  0.03
56640.29  15.796  0.07
56642.34  15.477  0.123
56647.32  14.986  0.019
56648.3  14.949  0.017
56649.3  14.94  0.016
56650.32  14.96  0.014
56651.27  14.981  0.015
56652.26  14.98  0.013
56653.28  14.965  0.013
56654.26  15.019  0.012
56655.21  15.05  0.018
56656.28  15.101  0.014
56657.23  15.142  0.02
56658.24  15.194  0.013
56659.25  15.271  0.012
56660.21  15.341  0.023
56661.23  15.287  0.058
56663.22  15.528  0.013
56665.23  15.67  0.015
56667.24  15.797  0.026
56672.25  16.087  0.032
56674.24  16.16  0.021
56676.23  16.353  0.02
56678.22  16.448  0.023
56680.2  16.57  0.02
56682.18  16.705  0.022
56684.19  16.785  0.022
56688.11  16.873  0.157
56689.16  16.947  0.038
56702.15  17.512  0.085
56709.12  17.442  0.098
56713.12  17.643  0.054
56724.13  17.692  0.363
56728.14  17.965  0.268
56730.14  18.001  0.212
