#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_B
@MAGSYS  Linear_AB11_off
56633.15913  18.235  0.03
56633.16399  17.014  0.044
56633.28391  17.274  0.028
56633.55693  18.178  0.031
56633.56175  18.091  0.031
56634.44605  17.629  0.03
56634.45086  17.655  0.03
56635.25588  17.141  0.028
56635.26068  17.226  0.028
56635.91787  16.925  0.028
56635.92267  16.914  0.028
56638.16113  16.136  0.027
56638.16593  16.147  0.026
56639.10879  15.878  0.025
56639.11359  15.88  0.027
56639.85204  15.706  0.027
56639.85684  15.71  0.029
56641.14742  15.481  0.027
56641.15221  15.475  0.027
56643.46839  15.183  0.023
56643.46995  15.16  0.023
56644.11009  15.242  0.027
56646.0789  15.003  0.026
56646.08045  15.0  0.029
56658.04351  15.555  0.025
56658.04506  15.561  0.027
56690.43202  18.121  0.035
56690.43392  18.214  0.038
56695.45031  18.2  0.047
56695.45222  18.23  0.044
56696.44588  18.223  0.041
56696.44838  18.244  0.042
56710.7983  18.547  0.053
56717.76368  18.55  0.039
56717.76662  18.6  0.04
