#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4439.347911500627    All      -2.9187472573251627       0.9979240118385135        -2.0548262803074646       1.1840912276096265        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5316.123513444422    All      3.909886871394482         0.0042421119683666575     2.0342936993735794        -1.181415805411054        
Check         All|All|All                            All                  All      0.9911396140693203        1.0021661238068802        -0.020532580933885214     0.00267542219857253       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4439.347911500627    All      -0.0011006511446923918    6.308891070136751e-05     -0.0033869102540940803    0.00022792617282829647    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5316.123513444422    All      0.0016942088005589633     -7.706984946789717e-06    0.00037576407135064393    -0.0005376013380230342    
MWEBV         All|All|All                            All                  All      -0.12198199228749873      -2.403430927929584        -0.00757201302912236      -0.7434808799436726       
Redshift      All|All|All                            All                  All      1.1857984818582774        -0.8530288155235155       6.64136169519729          -0.3677396563973173       
