#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
56923.73968  16.717  0.012
56923.74126  16.77  0.011
56932.54565  16.812  0.013
56932.54407  16.77  0.013
56936.04641  16.948  0.026
56936.04484  16.995  0.028
56943.83053  17.544  0.036
56943.83211  17.584  0.034
56947.96765  17.545  0.029
56947.96604  17.56  0.028
56948.03139  17.65  0.045
56948.0298  17.612  0.039
56951.69791  17.905  0.044
56955.68805  18.265  0.041
56955.68966  18.255  0.039
56955.45974  17.92  0.053
56955.46131  18.462  0.09
56959.65074  18.963  0.224
56959.65232  18.998  0.216
56962.64331  18.681  0.083
56962.64081  18.578  0.073
56966.82044  19.05  0.168
56966.82294  18.684  0.096
56966.86221  18.645  0.115
56966.86474  19.0  0.165
56967.94788  18.888  0.1
56967.95174  19.076  0.121
56972.20007  19.104  0.061
56972.19642  19.011  0.057
56980.93258  19.48  0.079
56980.93623  19.227  0.069
56981.17683  19.251  0.057
56981.17314  19.271  0.059
56985.09496  19.359  0.034
56985.09129  19.361  0.037
56988.24909  19.576  0.055
56988.24543  19.439  0.048
56987.94843  19.055  0.113
56987.9447  19.561  0.181
56988.01901  19.484  0.071
56988.02269  19.501  0.058
