#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
54123.32  18.243  0.013
54125.38  18.306  0.015
54127.33  18.535  0.013
54128.35  18.7  0.015
54131.31  19.203  0.029
54143.32  20.224  0.037
54147.26  20.361  0.103
54153.31  20.741  0.062
54154.29  20.599  0.05
54158.29  20.734  0.056
54160.3  20.652  0.117
54161.23  20.574  0.124
54169.24  21.046  0.112
54174.28  21.068  0.08
54181.28  21.326  0.106
54185.24  21.473  0.12
54199.21  21.561  0.164
54203.3  21.626  0.074
54207.15  21.783  0.075
54213.17  21.914  0.098
