#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_g
@MAGSYS  Linear_AB11_off
54123.32  17.724  0.009
54125.38  17.733  0.012
54127.33  17.928  0.009
54128.35  18.076  0.009
54131.31  18.534  0.013
54133.31  18.842  0.032
54143.32  19.613  0.018
54147.26  19.818  0.038
54154.29  19.999  0.023
54158.29  20.111  0.025
54160.3  20.187  0.053
54161.23  20.212  0.068
54174.28  20.52  0.036
54181.28  20.7  0.048
54185.24  20.77  0.058
54190.24  20.82  0.143
54199.21  21.11  0.075
54203.3  21.137  0.049
54207.15  21.384  0.046
54213.17  21.468  0.053
