#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5172.705395312588    All      3.6643986916289544        0.12892951059129132        0.36464627851282          -1.1353461370949207       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4319.583402344708    All      -2.668200623247679        0.8730026473644514         -0.36609870892165847      1.1371491034168937        
Check         All|All|All                            All                  All      0.9961980683812748        1.0019321579557428         -0.0014524304088384676    0.0018029663219729652     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5172.705395312588    All      0.001612857390756041      -0.00012923258901731668    -0.0018454403924152065    -0.0006498095483824889    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4319.583402344708    All      -0.0007271104241073214    9.988703260961435e-05      -0.001292681863100839     0.0002116938245837527     
MWEBV         All|All|All                            All                  All      -0.06383463502717301      -2.3019567376159955        0.004154888607431855      -0.7288445872474282       
Redshift      All|All|All                            All                  All      1.1373250908498234        -0.059727259185038406      0.41421680555325746       -0.37143473865604737      
