#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LCOGT|LCOGT_B 4231.393844990121 All -0.28322625335414264 0.2055735682472113 -0.10417420593707971 0.15456936657588732
Zeropoint Linear_AB11_off|LCOGT|LCOGT_g 4555.941419793495 All -0.04018341786078783 0.021961465349837006 -0.05358525242249351 0.01785136926017695
Zeropoint Linear_AB11_off|LCOGT|LCOGT_i 7287.813438433001 All 0.08436067400339355 -0.029447680364649287 -0.05690124502926969 -0.03961036642900742
Zeropoint Linear_AB11_off|LCOGT|LCOGT_V 5302.7172921016345 All 0.0014072285524124907 -0.014527873976859063 -0.04174575862108826 -0.007053508619009982
Zeropoint Linear_AB11_off|LCOGT|LCOGT_r 6005.731241144051 All 0.1773820572899463 -0.044090594742674405 -0.25496627659250587 -0.08351890290742475
Check All|All|All All All -0.060259711369178265 0.13946888451286554 -0.511372738602437 0.04223795788062212
