#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    4264.274000658137     All      -1.0020337465392797        0.9232822938739282        0.12103012766673096       0.632539794105391         
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7747.654732038527     All      0.460189886730957          0.013507367576970353      0.40717352091610093       -0.12732890774869082      
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_R    6375.630123109184     All      1.2530460036047542         -0.07216241882970209      0.046439562146121355      -0.4295915968796214       
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    5334.8311223626515    All      0.28652025472442766        0.1329530838671822        -0.5701422209300355       -0.07546470850966136      
Check         All|All|All                                All                   All      0.9977223985208589         0.9975803264883787        0.004500989798917665      0.0001545809674174392     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    4264.274000658137     All      -0.0008620999921361818     0.0007904167140198185     -0.0006559979636120042    0.0005090048811534709     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7747.654732038527     All      -7.140743336927393e-05     -4.039160542724489e-06    -6.552430886630919e-05    1.9020013847513055e-05    
Lambda        Linear_AB11_off|CalanTololo|Bessell12_R    6375.630123109184     All      -0.00026007724976672016    1.8750191508872012e-05    -0.0005318455781668902    6.708944529860854e-05     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    5334.8311223626515    All      -2.631301020610574e-06     6.726203426338925e-05     -0.002011677363000689     -6.700536268635003e-05    
MWEBV         All|All|All                                All                   All      -0.792970598207325         -3.9599961671910933       0.0779983359614276        -1.028123712363861        
Redshift      All|All|All                                All                   All      6.173882075562384          -2.152731826020471        7.254159004742215         -2.388532285971717        
