#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          4156.473793453211     All      -0.5553893860376778        0.46810716718184153        -0.1765760190923782       0.32550672267226827        
Zeropoint     AB|DECam|DECam_z          5917.384437984519     All      1.3296894193469502         0.12517124564972448        0.33644691313639563       -0.37733711615555027       
Zeropoint     AB|DECam|DECam_g          3127.3449703945125    All      -0.3584523122006552        0.1076271079742952         0.15305024543914025       0.15864733022804972        
Zeropoint     AB|DECam|DECam_i          5049.596505497715     All      0.6455397218921177         0.27189009649397633        -0.4394160700824379       -0.1413190967424871        
Check         All|All|All               All                   All      1.0613874430007346         0.9727956172998375         -0.1264949305992802       -0.034502159997719384      
Lambda        AB|DECam|DECam_r          4156.473793453211     All      -0.00023463415147619167    0.00021116952639786587     -0.0004762797905472378    0.0001239587448107772      
Lambda        AB|DECam|DECam_z          5917.384437984519     All      -0.0003151691261100675     -3.256818883806198e-05     -6.725105659146427e-05    8.905131678142506e-05      
Lambda        AB|DECam|DECam_g          3127.3449703945125    All      -0.0006051678413014381     0.00019451547431812645     0.00041197636919997033    0.0002788677779152966      
Lambda        AB|DECam|DECam_i          5049.596505497715     All      -0.00023909559467854988    -0.00011665485167074041    -0.0017417005455495525    -3.7841117828169136e-05    
MWEBV         All|All|All               All                   All      -0.3497691035299204        -2.20997704435284          0.09634316618991612       -0.6016315723305867        
Redshift      All|All|All               All                   All      3.8060339447648746         0.3068871326767919         3.675094566471165         -0.9757846438050596        
