#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5934.755743729175    All      3.191587047655323         -0.62034181729409         0.32405835282871304       -1.227209404108104        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4955.950600011563    All      -2.193746507183307        1.62400574330821          -0.3193053638301701       1.2293183764321771        
Check         All|All|All                            All                  All      0.9978405404720163        1.00366392601412          0.0047529889985429286     0.002108972324073033      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5934.755743729175    All      -0.0004567916244500494    0.00012165898405394706    0.00021680158118639846    0.00019809525248421273    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4955.950600011563    All      -0.0004455046942291491    3.9227931030823145e-05    -0.0014983731338161685    9.102785209353653e-05     
MWEBV         All|All|All                            All                  All      -0.42114013935818617      -2.7880152151352533       -0.014893200500149037     -0.7716336951940026       
Redshift      All|All|All                            All                  All      2.4809467226497137        0.9907902110018796        1.98903518000016          -0.3966314957615024       
