#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4129.446749172685    All      -2.933315148984773         0.6210737593082882         -0.32586891249954325      1.1432393704497146        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4945.016565140738    All      3.927388468323467          0.38146627732427163        0.32861723663358344       -1.1403588369968714       
Check         All|All|All                            All                  All      0.9940733193386947         1.0025400366325599         0.002748324134040192      0.002880533452843226      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4129.446749172685    All      -0.001244138157354196      0.00016335225725142008     -0.0012606372259476705    0.0004022094835996043     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4945.016565140738    All      -0.00032446300571459225    -0.00010218291717628826    -0.0011347782391128735    2.1763996670957755e-05    
MWEBV         All|All|All                            All                  All      -0.039127919931962296      -2.1315141410383376        0.014435732633157351      -0.6809148292298479       
Redshift      All|All|All                            All                  All      6.026466855485126          0.8377647410792832         6.3813997426008875        -1.4053584200877922       
