#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5399.514868860512     All      0.21304148367029024        0.08430882443368759        0.14879034689198714        -0.03529263247960926       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4380.689439052691     All      -0.22890648672066768       0.15534751998131924        0.006946035591523422       0.12547414123062725        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7581.052209740351     All      0.133695234010365          -0.023755701816075003      0.049111292870212805       -0.04909533833981136       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6200.493068129596     All      0.4104496755197487         -0.04502054318384907       -0.00636216696359701       -0.1486455490480816        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6244.263212692063     All      0.38569004275672064        -0.03631566140782638       0.014936592512100532       -0.1367945898991496        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5418.889121625215     All      0.202887900221629          0.07730674531005732        -0.1147231220591456        -0.046025479685236036      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4381.753946888793     All      -0.24567277931129902       0.16795982185717762        -0.01708723681134319       0.1339712214088999         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5356.458650733813     All      0.23230053885935753        0.09773946808766532        0.08116181200150113        -0.04020908877116826       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3583.4129696782975    All      -0.1651332118942892        0.07641454547462345        -0.034392586055432064      0.07714526810401252        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4384.859450339889     All      -0.3028324963270024        0.20871897293646136        -0.016542897273449535      0.16589090955602642        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4790.0481838685155    All      -0.20705660467985854       0.23962983389429482        -0.04614432505014117       0.14344125929716092        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3009      5377.977238955651     All      0.04596095593886215        0.06515645728839559        -0.17777233993562816       -0.0016805567497223547     
