#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_g            3647.6534312498966    All      -1.1734431606013511        0.362257417629408          -0.653976511990446         0.4710442332534423         
Zeropoint     AB|SDSS|SDSS_i            5780.084099471189     All      0.9075410631177054         0.11237042700642519        -1.294587798318104         -0.31678474413057345       
Zeropoint     AB|SDSS|SDSS_z            6872.038174248503     All      0.20679535499993454        0.040724207314113414       0.5959033448605434         -0.027502406983689474      
Zeropoint     AB|SDSS|SDSS_r            4766.392592899208     All      1.057829675534026          0.48384082184576016        1.3645258398325535         -0.12607453212742864       
Check         All|All|All               All                   All      0.9987229330503149         0.9991928737957068         0.011864874384546864       0.0006825500117507433      
Lambda        AB|SDSS|SDSS_g            3647.6534312498966    All      -0.0021127583507786927     0.0004677439088516248      -0.0037035926831149885     0.0006752801505027897      
Lambda        AB|SDSS|SDSS_i            5780.084099471189     All      -0.00015231728980869173    -1.8661388004189748e-05    0.00028015645736277037     5.6038220346319723e-05     
Lambda        AB|SDSS|SDSS_z            6872.038174248503     All      -0.00010292351152979106    -2.0350461120227956e-05    -0.00029170882765345587    1.3879133883074807e-05     
Lambda        AB|SDSS|SDSS_r            4766.392592899208     All      -9.305571630074688e-05     -3.448230951661733e-05     -0.0005654458511519546     -6.1539657406150625e-06    
MWEBV         All|All|All               All                   All      -0.5699203209043464        -2.8602982257893927        0.18882688436768394        -0.7376249582171575        
Redshift      All|All|All               All                   All      5.247537287584521          -0.7390636107123427        0.8974838576152632         -1.9099822833236395        
