#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          4677.461824301451    All      -0.016399828240432734      0.5449860781519433         0.8486250878723192        0.22073209883742145        
Zeropoint     AB|DECam|DECam_z          6659.091620397979    All      0.8801135455631087         0.05456584221352756        0.8124260916175213        -0.23265320156286018       
Zeropoint     AB|DECam|DECam_i          5682.531890323453    All      0.6629519530899668         0.12471575158787829        -1.5806425260922845       -0.24585805458525456       
Zeropoint     AB|DECam|DECam_g          3519.33813067265     All      -0.533104720245916         0.2757341771966182         -0.07669794702795385      0.2600427617914347         
Check         All|All|All               All                  All      0.9935609501667267         1.0000018491499674         0.0037107063696020237     0.0022636044807414213      
Lambda        AB|DECam|DECam_r          4677.461824301451    All      -0.00011099380893002011    -6.426271536068095e-05     -0.0008623482479117059    -2.3260787099206695e-05    
Lambda        AB|DECam|DECam_z          6659.091620397979    All      -0.0005246692073724721     -5.4232264912242125e-05    -0.0008062844729773915    0.00011725601617665386     
Lambda        AB|DECam|DECam_i          5682.531890323453    All      -0.00018582671328821063    -3.4985190380869325e-05    0.00014449412524534532    5.5582155721809e-05        
Lambda        AB|DECam|DECam_g          3519.33813067265     All      -0.001229601569494343      0.000599048702248347       -0.0005754660395505239    0.000569971147988361       
MWEBV         All|All|All               All                  All      -0.4493014413066523        -2.6248877936616566        0.04409301316526809       -0.7066923809613559        
Redshift      All|All|All               All                  All      5.17797999558852           -0.5207619347080694        -0.9058776688656234       -1.8966928895541302        
