#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
56910.12  18.108  0.119
56913.90419  17.804  0.105
56913.90576  17.821  0.102
56917.77825  18.112  0.093
56917.77983  18.027  0.093
56923.07084  17.981  0.105
56923.12893  18.058  0.108
56925.93802  18.137  0.108
56925.93993  18.143  0.109
56929.68204  18.303  0.114
56929.68396  18.257  0.114
