#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_V
@MAGSYS  Linear_AB11_off
52870.37  16.65  0.014
52871.36  16.458  0.017
52872.36  16.457  0.012
52874.37  16.371  0.013
52875.36  16.296  0.011
52876.41  16.293  0.01
52878.43  16.299  0.01
52879.39  16.32  0.012
52880.43  16.292  0.01
52882.37  16.339  0.012
52884.36  16.426  0.014
52886.35  16.521  0.013
52888.33  16.669  0.023
52896.42  17.189  0.029
52899.32  17.236  0.027
52902.29  17.508  0.044
52905.34  17.528  0.027
52909.32  17.889  0.027
52912.31  17.998  0.045
52915.27  18.197  0.032
52918.3  18.359  0.068
52925.24  18.756  0.106
52928.28  18.856  0.087
52932.22  18.582  0.051
52936.23  18.949  0.121
52940.21  19.033  0.107
52945.2  19.004  0.086
