#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4923.649209612352    All      3.912939001257505         0.41113195788682333       0.36061618040367655        -1.1245611161743903       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4111.603460750333    All      -2.9196708786297427       0.5909269483090895        -0.3645516799159799        1.1272489403225874        
Check         All|All|All                            All                  All      0.9932681226277622        1.0020589061959129        -0.003935499512303375      0.0026878241481971266     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4923.649209612352    All      -0.000688295522673368     -9.708126715488638e-05    -0.00046862454333999756    0.00017166537233905603    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4111.603460750333    All      -0.0011088218042636414    0.0001400255187411564     -0.0015695176729502444     0.0003367502937493858     
MWEBV         All|All|All                            All                  All      -0.04438069263907218      -2.115234703053126        0.02114594616666083        -0.673601633807564        
Redshift      All|All|All                            All                  All      5.892578402941973         0.5658672978007928        2.2126474009022066         -1.63634475935426         
