#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           3449.7326232506075    All      -1.7659725150188692        -0.03602840865539747       0.18378627153571303        0.571701246112008         
Zeropoint     AB|MEGACAMPSF|i           4217.464772862136     All      1.7771764965357257         0.8065538718305731         -0.09021286670721773       -0.32018950731076273      
Zeropoint     AB|MEGACAMPSF|z           4861.382150396932     All      0.9946147024395537         0.22936709723246906        -0.11690893332533259       -0.25448342966536003      
Check         All|All|All               All                   All      1.0058186839564103         0.9998925604076447         -0.023335528496837288      -0.002971690864114751     
Lambda        AB|MEGACAMPSF|r           3449.7326232506075    All      -0.0020822518944393397     -0.00021417238840140866    -0.002599329132303114      0.0004924988322190242     
Lambda        AB|MEGACAMPSF|i           4217.464772862136     All      -5.5263725956579846e-05    -9.189422038299795e-05     -0.0015984133071650088     -8.326160179414474e-05    
Lambda        AB|MEGACAMPSF|z           4861.382150396932     All      -0.00030579372882606314    -6.717244667032113e-05     -0.00017141782209554145    7.007721189858398e-05     
MWEBV         All|All|All               All                   All      -0.4153873099274321        -1.772605869133237         0.02290832500563278        -0.441068442566786        
Redshift      All|All|All               All                   All      1.3521972944366527         0.09532281526816178        0.9350601324180086         -0.3676779286733628       
