#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6116.147693277032     All      1.276737103580756          -0.13852183770897142      -0.1248607149737957        -0.46656835805900243      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4291.8521180047255    All      -1.0006524681575106        0.7342776761746883        0.06496301207365995        0.5680228263798992        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7451.442477518162     All      0.583469473534212          -0.14467530211144108      0.13635928765322047        -0.23109561994695826      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5307.708062976317     All      0.13653240055731664        0.5481307560783577        -0.07465472130139261       0.1307396282419382        
Check         All|All|All                                All                   All      0.996086509514774          0.9992112924326335        0.00180686345169212        0.0010984766158766979     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6116.147693277032     All      -0.00018957193973640084    -2.639750308831118e-05    -0.0005269867770412303     2.963428279916648e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4291.8521180047255    All      -0.0006336429609334739     0.00036121880572884845    -0.00041849154247222226    0.0003053838519034619     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7451.442477518162     All      -0.00018671119469438577    7.88047574789894e-06      -0.0003432925312489635     4.8065339954780683e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5307.708062976317     All      3.4584026557378587e-06     0.00012505388458221281    -0.0009849222474947164     -4.344907485440132e-06    
MWEBV         All|All|All                                All                   All      -0.8344468198310393        -3.9894689106701797       0.030840934242093443       -1.026318202882076        
Redshift      All|All|All                                All                   All      7.281199745175353          -1.1226957830957396       3.0331246936391            -2.6020708290692305       
