#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          6247.213434679727     All      0.8994046461065928         0.007270829030758819       -0.32059671499301284      -0.30490409349507386      
Zeropoint     AB|DECam|DECam_z          7320.815340174976     All      0.5493438684775013         -0.0062222216527629826     0.44734939349742          -0.161003004306553        
Zeropoint     AB|DECam|DECam_g          3869.0599323442343    All      -0.7442678734032839        0.5091066449899984         -0.03632860877558509      0.4066441364791619        
Zeropoint     AB|DECam|DECam_r          5142.26807925829      All      0.29112313534852924        0.48854902384150023        -0.0892464923724884       0.06032544594069709       
Check         All|All|All               All                   All      0.9956037765293394         0.9987042762094944         0.0011775773563336561     0.0010624846182321415     
Lambda        AB|DECam|DECam_i          6247.213434679727     All      -0.00021831985528136076    -4.44243809592948e-05      -0.0005691179484493004    3.1246356802772575e-05    
Lambda        AB|DECam|DECam_z          7320.815340174976     All      -0.00010064749414288785    -3.33388201090554e-05      -0.0005117274482941661    -9.113962157877262e-07    
Lambda        AB|DECam|DECam_g          3869.0599323442343    All      -0.0008612863320903161     0.00044117118764869684     -0.0008393771739329955    0.00038679571560592597    
Lambda        AB|DECam|DECam_r          5142.26807925829      All      -0.00015573688209063997    -1.6237244355416734e-05    -0.00119233174713719      -7.768668280968023e-06    
MWEBV         All|All|All               All                   All      -0.4727071131467038        -3.039443889254123         0.09046947645242812       -0.832033373887113        
Redshift      All|All|All               All                   All      4.2256545728576365         0.6536746791699244         -0.9812580843514381       -1.2073004075712896       
