#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_i          6247.213434679727     All      0.91761837095463           0.01363364314563853        -0.202842234449295        -0.30350948336434685       
Zeropoint     AB|DECam|DECam_z          7320.815340174976     All      0.6081400266507477         -0.006384432687411845      0.48758911707402625       -0.1784119707814391        
Zeropoint     AB|DECam|DECam_g          3869.0599323442343    All      -0.8186506671516997        0.5344242464412119         -0.15569328651726527      0.43379313789578056        
Zeropoint     AB|DECam|DECam_r          5142.26807925829      All      0.2888832158969076         0.4569466468325345         -0.12911695693375302      0.04898189180316051        
Check         All|All|All               All                   All      0.9959909463505856         0.9986201037319731         -6.336082628705109e-05    0.0008535755531551004      
Lambda        AB|DECam|DECam_i          6247.213434679727     All      -0.00021088622661374578    -4.657971905387795e-05     -0.0005988898672688233    2.6794330861250494e-05     
Lambda        AB|DECam|DECam_z          7320.815340174976     All      -0.00015244220283455644    -4.4943345720693575e-05    -0.000750539883152863     1.5227664892249583e-06     
Lambda        AB|DECam|DECam_g          3869.0599323442343    All      -0.0008829328805450862     0.0004651906837174414      -0.0007060919050515999    0.00040761855806855323     
Lambda        AB|DECam|DECam_r          5142.26807925829      All      -0.0001320822739079418     -1.4549100824440889e-05    -0.0012192476679250804    -1.6125002417666164e-05    
MWEBV         All|All|All               All                   All      -0.4741625714717088        -3.040150037948308         0.08336982443359342       -0.8321061239508786        
Redshift      All|All|All               All                   All      4.322760092948475          0.6137713118466337         -0.4495739586743111       -1.2282020890684764        
