#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          6372.4416215297415    All      0.9894646307423364         -0.012959132802059514      -0.2562978575005953       -0.3379597947954324       
Zeropoint     AB|DECam|DECam_g          3946.61696880658      All      -0.7785817167530085        0.5702742322796439         -0.10146170991305264      0.43483898852591674       
Zeropoint     AB|DECam|DECam_z          7467.564357300704     All      0.4221879924001767         -0.0233388447890448        0.2461727878237803        -0.13413718738024874      
Zeropoint     AB|DECam|DECam_r          5245.347142363045     All      0.36325460432450624        0.46479067401374863        0.11314536175224228       0.038122796172410295      
Check         All|All|All               All                   All      0.9963255107140108         0.9987669287022882         0.0015585821623746304     0.0008648025226458689     
Lambda        AB|DECam|DECam_i          6372.4416215297415    All      -0.00032271821079438894    -3.184797744246735e-05     -0.0004584573503600571    7.428715842104033e-05     
Lambda        AB|DECam|DECam_g          3946.61696880658      All      -0.0007417726647435132     0.0004411658973403649      -0.000692463548504081     0.00035442053939375214    
Lambda        AB|DECam|DECam_z          7467.564357300704     All      -6.83654087354028e-05      -1.4567862566922954e-05    -0.0002594419795449962    5.945926700591324e-06     
Lambda        AB|DECam|DECam_r          5245.347142363045     All      1.078042097964635e-05      5.3877153226418505e-05     -0.0004959090454393201    -8.0921195369429e-06      
MWEBV         All|All|All               All                   All      -0.4908500395486506        -3.1383146461715583        0.07029943476301086       -0.8592291804756923       
Redshift      All|All|All               All                   All      5.237295851279978          0.40715563440283375        -2.495036919294136        -1.6846776139480262       
