#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           3362.6198822686138    All      -1.7124463082606813       -0.10691189189877548       0.11092153577365593        0.5279252986198361        
Zeropoint     AB|MEGACAMPSF|z           4735.997371929274     All      0.47056364934570016       0.09901833540002514        0.026862275657041357       -0.11982579224125746      
Zeropoint     AB|MEGACAMPSF|i           4111.981147996538     All      2.2447905036867524        1.0079293390854005         -0.13844476820639162       -0.40906452698554646      
Check         All|All|All               All                   All      1.0029078447717712        1.0000357825866502         -0.0006609567756943324     -0.000965020606967848     
Lambda        AB|MEGACAMPSF|r           3362.6198822686138    All      -0.003665337975983907     -0.00024096177591377582    -0.00013389197475750114    0.0011094570031036982     
Lambda        AB|MEGACAMPSF|z           4735.997371929274     All      -4.358000903080851e-05    -1.1667727197419178e-05    1.4747556507779603e-05     1.1052995789887668e-05    
Lambda        AB|MEGACAMPSF|i           4111.981147996538     All      0.001004969779722741      0.00042695239702022006     -0.00024230931556486093    -0.0001990924296204909    
MWEBV         All|All|All               All                   All      -0.5262915535210086       -1.7356176607083995        0.0038541890092669284      -0.39374530400427404      
Redshift      All|All|All               All                   All      -0.4847493523879105       -0.9928204404497265        -3.478650916426007         -0.32073168195836455      
