#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_z            7117.080004065913     All      0.11986861123046677        0.012009108234245502       0.1387158544810696        -0.028943137111503175      
Zeropoint     AB|SDSS|SDSS_r            4936.351713174306     All      0.6265177608850632         0.3714526703671339         -0.07057678887270506      -0.08623260931384034       
Zeropoint     AB|SDSS|SDSS_g            3777.7207633381636    All      -1.0258682595964022        0.49723174212878973        -0.04995941053448818      0.4938943200266994         
Zeropoint     AB|SDSS|SDSS_i            5986.189238633607     All      1.276338416878931          0.11794196523382539        -0.0174431092197636       -0.3781062402632616        
Check         All|All|All               All                   All      0.9968565293980585         0.9986354859639945         0.0007365458541127579     0.0006123333380942952      
Lambda        AB|SDSS|SDSS_z            7117.080004065913     All      -3.804939239796471e-05     -4.803696074383724e-06     -5.934525915936974e-05    8.180910690145709e-06      
Lambda        AB|SDSS|SDSS_r            4936.351713174306     All      -0.00026779638766032544    -0.00011010611973421186    -0.0018444128815631802    -3.0942767702945326e-05    
Lambda        AB|SDSS|SDSS_g            3777.7207633381636    All      -0.0015138726373168023     0.0006693647196961217      -0.0005810789684542546    0.0006852213479917561      
Lambda        AB|SDSS|SDSS_i            5986.189238633607     All      -0.0001758232437894142     -2.597803576000552e-05     -0.0001846590577282857    4.056902837805653e-05      
MWEBV         All|All|All               All                   All      -0.5532625962521038        -3.0316939952403033        0.044282115816113875      -0.8053305371730919        
Redshift      All|All|All               All                   All      4.988111751154352          0.2748102065483593         8.063818188634361         -1.1754262061117542        
