#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6116.803465929455    All      3.1437590650022864        -0.7399454431155306        1.050698042582865         -1.2181625004182295       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5107.973624551794    All      -2.1465449033764004       1.742971927039072          -1.05758251002267         1.2197485428476764        
Check         All|All|All                            All                  All      0.9972141616258862        1.0030264839235414         -0.0068844674398049754    0.0015860424294469322     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6116.803465929455    All      -0.0007658102241166348    0.00017609033058075993     -0.000697866747794363     0.00027566541050474497    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5107.973624551794    All      -0.0003702522657349934    -0.00011162686332706894    -0.0032384362096984356    -6.027373235203948e-05    
MWEBV         All|All|All                            All                  All      -0.4867515317165574       -2.897584526045094         -0.020001950998027596     -0.7861802155098587       
Redshift      All|All|All                            All                  All      7.615185812269648         -0.7077167617374869        8.158775839627053         -2.3469544898951886       
