Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 56536.68708410314 0.3404061704740523
Redshift 0.01551073042671407 0 F
Color 0.24554409544159805 0.01837537044880524
X0 0.00951797961020883 0.000217188760115077
X1 -0.4552390132145991 0.14313742110227143
RestFrameMag_0_UX 15.613132090857372 0.0
RestFrameMag_0_B 15.693934797130604 0.024775184417346493
RestFrameMag_0_V 15.42640412976216 0.0
RestFrameMag_0_R 15.294161732539083 0.0
CovDayMaxDayMax 0.11587636089680957 -1
CovDayMaxRestFrameMag_0_B 0.004799616733489811 -1
CovDayMaxX1 -0.03353046796288911 -1
CovDayMaxColor 0.0020244324932718757 -1
CovRestFrameMag_0_BDayMax 0.004799616733489814 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0006138097629135285 -1
CovRestFrameMag_0_BX1 -0.0004466948802963444 -1
CovRestFrameMag_0_BColor 0.0003751435882092871 -1
CovX1DayMax -0.03353046796288911 -1
CovX1RestFrameMag_0_B -0.00044669488029634485 -1
CovX1X1 0.020488321319808975 -1
CovX1Color -0.0001780308916503417 -1
CovColorDayMax 0.0020244324932718757 -1
CovColorRestFrameMag_0_B 0.0003751435882092871 -1
CovColorX1 -0.00017803089165034088 -1
CovColorColor 0.00033765423913082495 -1

dmu_estimate 0.04364278291746927
FirstPhase  -1.2969671946108672
LastPhase  43.86257531532437
LatestNegPhase  -1.2969671946108672
EarliestPosPhase  2.6616320397936852
NightsNegPhase  1
NightsPosPhase  12

salt3source   1
salt2_version   salt3-f22
