#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4768.2154011998255    All      1.5766977772749602         0.4288421324211811         0.862883905858641         -0.3353878012218715       
Zeropoint     AB|MEGACAMPSF|i           4137.135910146401     All      0.8748823844673375         0.552970900211136          -1.1170054748723477       -0.15470398511847333      
Zeropoint     AB|MEGACAMPSF|r           3381.244216374907     All      -1.4584213299583748        0.015948974239776703       0.25411841845399474       0.4915910513115143        
Check         All|All|All               All                   All      0.9931588317839231         0.9977620068720938         -3.150559711895262e-06    0.0014992649711694783     
Lambda        AB|MEGACAMPSF|z           4768.2154011998255    All      -0.00030374080539362017    -0.00010783837480366507    -0.0006126315296070613    3.647293519015885e-05     
Lambda        AB|MEGACAMPSF|i           4137.135910146401     All      0.0003452047965983497      0.00018829282129268214     -0.0007786884636507578    -8.586068235368776e-05    
Lambda        AB|MEGACAMPSF|r           3381.244216374907     All      -0.003370816483758561      -3.723448201308777e-05     -6.610164311752238e-05    0.001082907516820317      
MWEBV         All|All|All               All                   All      -0.35752684235245025       -1.6988092463376958        0.11576062980803577       -0.4317339406193957       
Redshift      All|All|All               All                   All      2.104995507467994          -0.34995268399331536       1.9467292203603055        -0.7127838072547061       
