#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3593.387405985691     All      -2.1107544961023184       0.07455242589404776        -0.5459278129074258        0.6874641080221658         
Zeropoint     AB|MEGACAMPSF|i           4395.626116187893     All      2.416990094895776         0.8264054709167468         1.1248527853480998         -0.46790872716167403       
Zeropoint     AB|MEGACAMPSF|z           5068.7325808073065    All      0.696428468601348         0.09874864054122412        -0.5780774438796006        -0.2204809243881528        
Check         All|All|All               All                   All      1.0026640673948048        0.9997065373520186         0.0008475285610735073      -0.0009255435276609991     
Lambda        AB|MEGACAMPSF|r           3593.387405985691     All      -0.0033321694236885285    7.970840152025781e-05      -0.002127140771117802      0.001016436332106074       
Lambda        AB|MEGACAMPSF|i           4395.626116187893     All      -0.0006174196666872347    -0.00026188272702733423    -0.002946990114593086      -1.5700555713144076e-05    
Lambda        AB|MEGACAMPSF|z           5068.7325808073065    All      0.00018878626063669515    2.7257039887180737e-05     -0.00012581818011056113    -5.8230068867967843e-05    
MWEBV         All|All|All               All                   All      -0.27540889802084045      -1.8673381252749977        -0.05934953493603775       -0.5211922193942653        
Redshift      All|All|All               All                   All      10.486538499874246        1.4334981971659388         5.624757340483613          -2.697865976241711         
