Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54490.79670565734 0.5444350525552782
Redshift 0.03005 0 F
Color 0.22149609080891353 0.027498195880704183
X0 0.001569499554238204 6.031891050485362e-05
X1 2.7917893187186564 0.3261563657723183
RestFrameMag_0_UX 17.412315720940168 0.0
RestFrameMag_0_B 17.65150269982348 0.04172694715958201
RestFrameMag_0_V 17.377756559934248 0.0
RestFrameMag_0_R 17.318848650811812 0.0
CovDayMaxDayMax 0.29640952645086854 -1
CovDayMaxRestFrameMag_0_B 0.008332722477902347 -1
CovDayMaxX1 -0.11909243106644182 -1
CovDayMaxColor 0.00747734862436606 -1
CovRestFrameMag_0_BDayMax 0.008332722477902335 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0017411381192585487 -1
CovRestFrameMag_0_BX1 0.00391419453370994 -1
CovRestFrameMag_0_BColor 0.0008956910731522201 -1
CovX1DayMax -0.11909243106644188 -1
CovX1RestFrameMag_0_B 0.003914194533709934 -1
CovX1X1 0.10637797493380631 -1
CovX1Color -0.0015194381111362132 -1
CovColorDayMax 0.007477348624366053 -1
CovColorRestFrameMag_0_B 0.0008956910731522202 -1
CovColorX1 -0.0015194381111362097 -1
CovColorColor 0.0007561507766935765 -1

dmu_estimate 0.08783768467723804
FirstPhase  15.900989605026242
LastPhase  44.21406178598839
LatestNegPhase  1000
EarliestPosPhase  15.900989605026242
NightsNegPhase  0
NightsPosPhase  18

salt3source   1
salt2_version   salt3-f22

COMPARISON_OF_INSTRUMENTS
Instrument|All	6.713079146156526
Instrument|SWOPE	6.849552339531061	0.07260199667067056
Instrument|CfA34_FLWO	6.459359273135497	0.07464080934159158
