#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7422.697877557342    All      0.2758439088738781         -0.11870739963910637       0.11698904631265807        -0.12329765770949523       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6119.284221491546    All      0.7487927309381173         -0.011730342029814267      -0.007747777040648836      -0.2480731330366451        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4689.992827396183    All      -0.09787010336054985       0.052236487024437395       -0.143000551997768         0.0425131969906492         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3508.562018642732    All      -0.07815559972488059       0.05175009453601831        0.040738945015603434       0.04413255040001192        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7450.169515178414    All      0.3010041620927527         -0.10409685007495284       0.1176317263750685         -0.12670536340531635       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4293.267746343603    All      -0.5135009684785516        0.4098982982370991         -0.4000636943310222        0.2829285148509123         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6070.976094516422    All      0.46779978902254904        0.02231747556500352        -0.008406923539298575      -0.14548340781186628       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5244.572014283394    All      -0.017878999193884415      0.26126538756701123        -0.6441259709991809        0.06218212662345533        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5298.541780535692    All      0.20537627007767906        0.261617837257333          0.5352529326948402         0.0422056087813834         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4280.002383772882    All      -0.29519185231572337       0.17292536944477632        0.39660739971349773        0.17017994642385958        
Check         All|All|All                                All                  All      0.9962193379313864         0.9974763578878054         0.0038751322037494096      0.0005823821069487756      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7422.697877557342    All      5.91552543053423e-05       -3.6581715289024206e-05    2.499188241385465e-06      -3.107315335677417e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6119.284221491546    All      -0.00011249430421686672    -8.119666725003276e-05     -0.00034092216545136427    -5.0191204234537285e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4689.992827396183    All      -7.540562483976034e-05     3.906838727475399e-05      -0.00011315971240083547    3.223815358814328e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3508.562018642732    All      -0.0002439020663331528     0.000160680577241174       0.00010846846895237886     0.00013662632697746018     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7450.169515178414    All      -4.1559241355142794e-05    -4.5240547921623174e-05    -0.0001572298639233423     -8.215569356344716e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4293.267746343603    All      -0.0004954470835160886     0.0004011246425737405      -0.00043842183989698143    0.00027247815440519305     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6070.976094516422    All      4.541553457116868e-05      -1.4903401366699746e-05    -3.793367477358067e-05     -2.1340667551090874e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5244.572014283394    All      -0.00015361265829939426    0.0003363582488807598      -0.0015830265521732862     8.895643958710548e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5298.541780535692    All      -3.795946631069373e-05     0.0002667139830034359      -0.0007962520672045348     6.370909319449784e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4280.002383772882    All      -0.00028759374245390743    0.00018724020259685222     0.00025061003114318386     0.00016585261215549703     
MWEBV         All|All|All                                All                  All      -0.8623769873470448        -3.985743556541088         0.06771320419357467        -1.0143615179868155        
Redshift      All|All|All                                All                  All      9.658262486593607          -3.4874310034525458        14.132496821403262         -3.6513164252488295        
