#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3600.5304591635386    All      -1.9223893722823995       0.10884465595193404        -0.6161221281361207       0.6341450477783991         
Zeropoint     AB|MEGACAMPSF|z           5071.118175288326     All      1.389323596086232         0.21965294207433317        0.0003724042097030811     -0.38098359434370344       
Zeropoint     AB|MEGACAMPSF|i           4403.035394633885     All      1.531002485079761         0.6703184800311845         0.6170694113184161        -0.25281612237718354       
Check         All|All|All               All                   All      0.9979367088835934        0.9988160780574518         0.001319687391998503      0.00034533105751211046     
Lambda        AB|MEGACAMPSF|r           3600.5304591635386    All      -0.0032799145003146474    -4.171517573125835e-05     -0.004505062796811957     0.0008537477919935346      
Lambda        AB|MEGACAMPSF|z           5071.118175288326     All      0.0001737509348230991     2.377303356398062e-05      -0.0002030190794153975    -5.7912545647891844e-05    
Lambda        AB|MEGACAMPSF|i           4403.035394633885     All      -0.0004783609837297673    -0.00024157666547546813    -0.0019574198225633505    -1.0222214148820784e-05    
MWEBV         All|All|All               All                   All      -0.2238182545065992       -1.8750446190706427        0.019116049241985067      -0.5370056891914956        
Redshift      All|All|All               All                   All      9.913774596950706         1.6067610920496023         7.625979041518105         -2.365555171404926         
