#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3600.5304591635386    All      -1.9343010356006811       0.11311762464423225        -0.44778860363703044       0.6469288669533031         
Zeropoint     AB|MEGACAMPSF|z           5071.118175288326     All      1.1289043554975122        0.17541817448201158        -0.25624292016075456       -0.32201676256596873       
Zeropoint     AB|MEGACAMPSF|i           4403.035394633885     All      1.8056231989765712        0.71056834586809           0.7046171062897527         -0.3252515666276173        
Check         All|All|All               All                   All      1.000226518873402         0.9991041449943339         0.0005855824919677177      -0.00033946224028291727    
Lambda        AB|MEGACAMPSF|r           3600.5304591635386    All      -0.0034251328851552234    6.317389544606441e-05      -0.00303594605638302       0.0010007759514256724      
Lambda        AB|MEGACAMPSF|z           5071.118175288326     All      0.0002521811443108336     3.165217461011944e-05      -0.00022094888439757555    -8.169347454826777e-05     
Lambda        AB|MEGACAMPSF|i           4403.035394633885     All      -0.000387260941228979     -0.00017909820079406265    -0.0015997846245572424     -3.5855873385752197e-06    
MWEBV         All|All|All               All                   All      -0.2361786537721524       -1.8770079624825797        0.0010362289230022835      -0.5344258453902202        
Redshift      All|All|All               All                   All      10.068781541288752        1.3034216183024583         5.543676719885088          -2.6077772678703703        
