#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4893.442772743565    All      4.118276199116778         0.3725046116025865         -0.33973703786416287      -1.2352819419223393        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4086.378899641436    All      -3.124718506663563        0.6302176134653337         0.3445830308033804        1.2384833861071531         
Check         All|All|All                            All                  All      0.9935576924532146        1.0027222250679202         0.004845992939217503      0.0032014441848138286      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4893.442772743565    All      -6.334757942111377e-05    -1.2680552369969069e-05    -0.0007117306480608153    -1.5257352356086974e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4086.378899641436    All      -0.0023743535071982227    0.00041027104481591246     -0.0015905528585477772    0.000836064759085697       
MWEBV         All|All|All                            All                  All      -0.02801427372279397      -2.0971160433550295        0.013182782254705927      -0.673386230769818         
Redshift      All|All|All                            All                  All      4.688516906645858         -0.7329751267604934        3.397014897288342         -1.6143651441295925        
