#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_B
@MAGSYS  Linear_AB11_off
52669.44  17.136  0.048
52670.36  16.829  0.022
52671.33  16.617  0.045
52672.35  16.55  0.031
52673.47  16.37  0.018
52675.39  16.158  0.027
52676.35  16.073  0.014
52677.36  16.041  0.021
52678.38  16.075  0.01
52679.4  16.097  0.01
52680.35  16.112  0.012
52682.33  16.167  0.011
52691.34  16.862  0.018
52692.31  16.954  0.02
52693.33  17.046  0.019
52698.3  17.677  0.04
52700.31  17.839  0.032
52702.34  18.066  0.051
52704.28  18.192  0.03
52706.26  18.332  0.043
52708.31  18.51  0.065
52711.27  18.771  0.075
52717.36  19.031  0.159
52720.23  19.044  0.072
52723.23  18.837  0.045
52726.25  19.054  0.072
52729.22  19.123  0.051
52749.19  19.331  0.096
