Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53101.83968583833 0.30753442734782827
Redshift 0.62 0 F
Color -0.022946151282029648 0.03596886183142892
X0 5.424934134159454e-06 1.4647155707042375e-07
X1 -0.502046216941456 0.21753712267084221
RestFrameMag_0_UX 23.4168127526237 0.0
RestFrameMag_0_B 23.8075931860028 0.029314544388158895
RestFrameMag_0_V 23.812007383599546 0.0
RestFrameMag_0_R 23.826397147335374 0.0
CovDayMaxDayMax 0.09457742400415667 -1
CovDayMaxRestFrameMag_0_B 0.001862523353572733 -1
CovDayMaxX1 -0.0010797244225922756 -1
CovDayMaxColor 0.0012145740159533022 -1
CovRestFrameMag_0_BDayMax 0.0018625233535727254 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0008593425126853381 -1
CovRestFrameMag_0_BX1 0.004062188354888444 -1
CovRestFrameMag_0_BColor 0.00022346431640915364 -1
CovX1DayMax -0.0010797244225923164 -1
CovX1RestFrameMag_0_B 0.004062188354888443 -1
CovX1X1 0.04732239973990906 -1
CovX1Color 0.0008470313165647328 -1
CovColorDayMax 0.0012145740159533026 -1
CovColorRestFrameMag_0_B 0.00022346431640915364 -1
CovColorX1 0.0008470313165647327 -1
CovColorColor 0.001293759021448424 -1

dmu_estimate 0.11388392748001032
FirstPhase  -13.117090023661149
LastPhase  41.72241614918069
LatestNegPhase  -4.462769036004312
EarliestPosPhase  4.722416149179256
NightsNegPhase  4
NightsPosPhase  13

salt3source   1
salt2_version   salt3-f22
