Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 52729.67020571112 0.07143977032432568
Redshift 0.004116217171680647 0 F
Color 1.0870745530649084 0.01266508631899824
X0 0.00871240302103185 0.00012269501860210968
X1 -0.45296487566159715 0.05570925598985355
RestFrameMag_0_UX 16.54033482193247 0.0
RestFrameMag_0_B 15.725022264372962 0.015290204495614057
RestFrameMag_0_V 14.629522307699888 0.0
RestFrameMag_0_R 14.042662674220631 0.0
CovDayMaxDayMax 0.005103640783992404 -1
CovDayMaxRestFrameMag_0_B -1.6024730850699005e-05 -1
CovDayMaxX1 -0.001239712177841807 -1
CovDayMaxColor -1.4880906764694069e-05 -1
CovRestFrameMag_0_BDayMax -1.6024730850697796e-05 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.00023379035351769631 -1
CovRestFrameMag_0_BX1 0.00017083569642672032 -1
CovRestFrameMag_0_BColor 0.00016613483622312375 -1
CovX1DayMax -0.0012397121778418064 -1
CovX1RestFrameMag_0_B 0.00017083569642672004 -1
CovX1X1 0.0031035212029430336 -1
CovX1Color -1.0821064633122654e-05 -1
CovColorDayMax -1.4880906764696783e-05 -1
CovColorRestFrameMag_0_B 0.00016613483622312375 -1
CovColorX1 -1.0821064633122425e-05 -1
CovColorColor 0.00016040441146767637 -1

dmu_estimate 0.028977222609775227
FirstPhase  -9.371630046591433
LastPhase  44.33729236470701
LatestNegPhase  -0.3695545443571095
EarliestPosPhase  0.5873765195680618
NightsNegPhase  9
NightsPosPhase  19

salt3source   1
salt2_version   salt3-f22

COMPARISON_OF_INSTRUMENTS
Instrument|All	1.7502800417731654
Instrument|LOSS	1.7436553861319504	0.03517151729202
Instrument|CfA34_FLWO	1.7661420045845784	0.041048641689227346
