#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
58159.19774  15.182  0.023
58159.19962  15.178  0.023
58160.20057  15.096  0.023
58160.20245  15.091  0.022
58165.21865  14.917  0.023
58165.22053  14.922  0.023
58171.28176  15.093  0.023
58171.28296  15.106  0.023
58175.27457  15.394  0.024
58175.27576  15.368  0.025
58181.24325  15.621  0.027
58181.24444  15.609  0.026
58186.29271  15.78  0.025
58186.2939  15.695  0.028
58197.21981  16.47  0.028
58197.22101  16.463  0.027
58201.10257  16.598  0.028
58201.10377  16.673  0.03
58207.17496  16.979  0.044
58207.17616  16.981  0.047
58270.15126  18.826  0.048
58270.15315  18.629  0.043
