#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_g          4013.0561387716352    All      -0.6672029325973193        0.6789730600326394         0.16386505083486133       0.44580635328805696        
Zeropoint     AB|DECam|DECam_z          7593.276779225885     All      0.552682147649841          -0.03730023795078807       0.13156300615075625       -0.1863056201166044        
Zeropoint     AB|DECam|DECam_i          6479.718242324598     All      0.9727962126587695         0.0808358123345343         0.388829646759736         -0.27318916570623825       
Zeropoint     AB|DECam|DECam_r          5333.649734956052     All      0.137813282935757          0.27595144670016225        -0.6859606580407444       0.014384870883655785       
Check         All|All|All               All                   All      0.9960887106470482         0.9984600811165478         -0.0017029542953906907    0.0006964383488700966      
Lambda        AB|DECam|DECam_g          4013.0561387716352    All      -0.00046200030559925847    0.0004608233023423267      4.478237624989288e-05     0.0003025924408755116      
Lambda        AB|DECam|DECam_z          7593.276779225885     All      -0.00016864512160765053    -1.6767630748867936e-06    -0.0002735978888422257    4.217767028057941e-05      
Lambda        AB|DECam|DECam_i          6479.718242324598     All      -0.0004598445068448321     -2.906468105906046e-05     -0.0006375567408068108    0.00011186793234372592     
Lambda        AB|DECam|DECam_r          5333.649734956052     All      -0.00015797891863030995    5.1625035440581874e-05     -0.001813033828538651     -1.2632469198339864e-05    
MWEBV         All|All|All               All                   All      -0.4887346586052761        -3.220853650295652         0.017726394545764322      -0.889149992064367         
Redshift      All|All|All               All                   All      7.431677216149911          -0.6823183668078769        3.0029848255655645        -2.5089858833404906        
