#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7565.507519816781    All      0.11488511167582191        -0.01698663075018203       0.06662538409025753        -0.039981780066983275      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6370.662042706563    All      0.284164004576129          -0.02378148194992491       0.19035178901519734        -0.09181344997751528       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4357.550846117658    All      -0.21544395363958935       0.1515931408661686         0.02728010596706465        0.1207734426785817         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6312.095465359297    All      0.1823588403028209         -0.05765013179583889       -0.4163299060193082        -0.09675770984472476       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5326.871661123823    All      0.20924348970572287        0.12782291777320154        0.0895673670539665         -0.022524378712093784      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7539.177432469057    All      0.13076413468790288        -0.017050630517179144      0.09008881918084466        -0.04412788175156557       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4415.101810127361    All      -0.1444525798952368        0.04282961207771052        -0.2769260334178014        0.048646034330523946       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4356.492218207892    All      -0.19220518606855025       0.13830001044965456        0.08658258689151488        0.11152019899750565        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4360.639195978232    All      -0.28970977626162975       0.19757051471964715        -0.013865578034233383      0.15810446475263418        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4763.589824887615    All      -0.2257495193256142        0.2882516324449469         0.10381989783992962        0.172060090480336          
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3563.619593267626    All      -0.13815970495973534       0.05471475372846868        -0.09554777876807918       0.05856169804461797        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7877.243903670059    All      0.05720389827772012        -0.009778877624544435      0.04541142910636786        -0.01979199026537204       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5369.690053485138    All      0.18088318141163606        0.08073599504987428        0.3159665347510554         -0.018521098078458365      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6166.243961407111    All      0.4428436980454639         -0.025095624468196576      0.10766595617290875        -0.14761859495699414       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7820.829708418298    All      0.048900569563101584       -0.012685345656660019      -0.023570857269028522      -0.021112417806390393      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6209.772336752855    All      0.31400307289141977        -0.028701624228233413      0.05138176160939256        -0.10933726246878384       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5388.957290429758    All      0.20343554636654426        0.09216412797510287        0.10977742620539299        -0.031345899348958484      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5339.657378171156    All      0.03028093696283851        0.014287549580860315       -0.46175361361511236       -0.025815515455129834      
Check         All|All|All                                All                  All      0.993245764316766          0.996539907674876          -0.003474709239670304      0.0009179505512296737      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7565.507519816781    All      -2.6200470482862735e-05    4.062672145510041e-06      -2.1190851382510175e-05    8.91205081073905e-06       
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6370.662042706563    All      -7.957031533954609e-05     7.379098688344845e-06      -5.349106076707062e-05     2.5935224333160346e-05     
