#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7565.507519816781    All      0.10728224330196928        -0.01683565466601422       0.051989025842885866       -0.038109251279318614      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6370.662042706563    All      0.2704607480165296         -0.024098749489986915      0.1705079382908829         -0.08833873288621029       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4357.550846117658    All      -0.2396330039746318        0.15844832237021933        -0.008440323616594452      0.12929153159914583        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6312.095465359297    All      0.21762894655949785        -0.05716823994923459       -0.40252395726466245       -0.10747327969185382       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5326.871661123823    All      0.19062095128510476        0.12274591497245524        0.09398741919790606        -0.017914905499197525      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7539.177432469057    All      0.111058963386393          -0.016453635660518273      0.05313199890664468        -0.03916401146472344       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4415.101810127361    All      -0.16119763851619068       0.057443009818669566       -0.2517895435862398        0.05998224132363042        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4356.492218207892    All      -0.1958225297261355        0.13944882999652464        0.09236884474706504        0.11333090926808081        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4360.639195978232    All      -0.2557535294642723        0.1732459810188658         -0.014311751885827218      0.13910058647386964        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4763.589824887615    All      -0.197341467704224         0.2758426977613304         0.17891401133306106        0.16211576059224228        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3563.619593267626    All      -0.12402639606624485       0.05185149351136786        -0.062168015251868255      0.05451494185280351        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7877.243903670059    All      0.0590634135374898         -0.01045444118457084       0.04137277171236523        -0.02079797556920736       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5369.690053485138    All      0.18133927125403948        0.08425891157930465        0.2947067670171897         -0.01847085752227357       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6166.243961407111    All      0.3763485410682457         -0.025529141446867243      0.022214177358093976       -0.12991346586874727       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7820.829708418298    All      0.05425176162731621        -0.013390691710135627      -0.022263942387812947      -0.02302690991680202       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6209.772336752855    All      0.3384360813299223         -0.027508815445109747      0.08153111638032043        -0.11556193284395055       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5388.957290429758    All      0.20782230215620273        0.10062068783689426        0.11529441155368146        -0.029774032552590916      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5339.657378171156    All      0.05462077574487032        0.023917323910982446       -0.4352275114231439        -0.02942332928301583       
Check         All|All|All                                All                  All      0.995159433815882          0.9963838032241767         -0.000706563076052602      0.00036728673188125144     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7565.507519816781    All      -2.957858298265842e-05     4.298569159948368e-06      -2.53135954592767e-05      9.90527347383905e-06       
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6370.662042706563    All      -9.055054926522845e-05     8.47200440777028e-06       -5.68472756269062e-05      2.971807065541127e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4357.550846117658    All      -0.00010200967664415524    3.7353654730132956e-05     -0.00014324140536897039    3.900301590838412e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6312.095465359297    All      -3.981746643426654e-05     9.629509071247383e-07      -3.9101197758811175e-05    1.1538616693301023e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5326.871661123823    All      1.5295708630438137e-05     1.5139054776365388e-06     -0.0003083432817682025     -1.8249131190568518e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7539.177432469057    All      -2.8817886533950307e-05    2.6046117376526547e-06     -3.434919081367186e-05     8.702494830661212e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4415.101810127361    All      -0.00011524893622687544    4.131477403481861e-05      -0.00019451526711546668    4.2317628230252476e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4356.492218207892    All      -5.476248211237685e-05     3.375144797550341e-05      2.912067197493821e-06      2.896185123581007e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4360.639195978232    All      -0.00011905763780069431    2.5758974949147307e-05     -0.00024491041387068673    3.6242308159464996e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4763.589824887615    All      -7.522565520146937e-05     -6.957720801468835e-05     -0.0004970908563231249     -2.0342996784849217e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3563.619593267626    All      -0.00021606347626703084    6.158102729920378e-05      -0.00017043890719095197    8.283204341403068e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7877.243903670059    All      5.463100732058368e-06      -9.343519646193394e-07     3.797875853790824e-06      -1.914379056908262e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5369.690053485138    All      3.945286560760414e-05      1.775971973061362e-05      6.349529065530256e-05      -4.2326680968124e-06       
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6166.243961407111    All      -8.892137547000055e-05     -1.0941265067875875e-05    -0.0002317570102588267     1.505843648099851e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7820.829708418298    All      -5.310932990026796e-06     2.276589561503525e-06      1.0281728317724386e-05     2.9303320296607697e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6209.772336752855    All      -9.744510167643675e-05     7.341337547797419e-06      -8.201528441292449e-05     3.0472425166014173e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5388.957290429758    All      2.7227554020457903e-05     4.331187853265779e-06      -0.0001825456654367579     -1.5604274375253408e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5339.657378171156    All      1.231086113302144e-05      3.166127440828492e-06      -0.0005645576160474722     -2.817235410120412e-05     
MWEBV         All|All|All                                All                  All      -0.9530912310316224        -4.030084608720053         -0.010376538385282297      -1.0027410304388318        
Redshift      All|All|All                                All                  All      5.028119067638016          0.26945054617701913        2.6957637688322253         -1.429755337176216         
